time_period_start,time_period_end,price_open,price_high,price_low,price_close,volume_traded,trades_count
2022-02-25T00:00:00.0000000Z,2022-02-25T06:00:00.0000000Z,38328.68,39030.01,38138.54,38453.38,11104.64855,293326
2022-02-25T06:00:00.0000000Z,2022-02-25T12:00:00.0000000Z,38453.38,38876.91,38014.37,38745.01,15266.93737,355314
2022-02-25T12:00:00.0000000Z,2022-02-25T18:00:00.0000000Z,38745,39683.53,38700,38974.42,20231.89564,466325
2022-02-25T18:00:00.0000000Z,2022-02-26T00:00:00.0000000Z,38974.41,39600,38537.91,39219.17,9958.43059,292974
2022-02-26T00:00:00.0000000Z,2022-02-26T06:00:00.0000000Z,39219.16,40348.45,38955.82,39021.48,9168.29323,286582
2022-02-26T06:00:00.0000000Z,2022-02-26T12:00:00.0000000Z,39021.49,39546,38573.18,38928.21,7749.55394,247782
2022-02-26T12:00:00.0000000Z,2022-02-26T18:00:00.0000000Z,38928.22,39378.6,38772.15,39248.58,6255.40882,198259
2022-02-26T18:00:00.0000000Z,2022-02-27T00:00:00.0000000Z,39248.58,39700,38823.08,39116.72,6183.56518,191445
2022-02-27T00:00:00.0000000Z,2022-02-27T06:00:00.0000000Z,39116.73,39256.58,38189.19,38584.32,7148.50219,199397
2022-02-27T06:00:00.0000000Z,2022-02-27T12:00:00.0000000Z,38584.31,39548.17,38576.6,39479.8,7090.56408,196310
2022-02-27T12:00:00.0000000Z,2022-02-27T18:00:00.0000000Z,39479.8,39855.7,38565.14,38969.71,12785.22735,345587
2022-02-27T18:00:00.0000000Z,2022-02-28T00:00:00.0000000Z,38969.7,39157.14,37000,37699.07,19205.15357,524459
2022-02-28T00:00:00.0000000Z,2022-02-28T06:00:00.0000000Z,37699.08,38483.53,37450.17,37829.44,8900.97368,247655
2022-02-28T06:00:00.0000000Z,2022-02-28T12:00:00.0000000Z,37829.44,38672.96,37451.56,38333.65,10309.23439,294378
2022-02-28T12:00:00.0000000Z,2022-02-28T18:00:00.0000000Z,38333.65,41426.12,37934.89,41425.8,32002.36711,700329
2022-02-28T18:00:00.0000000Z,2022-03-01T00:00:00.0000000Z,41425.8,44225.84,41009.28,43160,22733.0634,688725
2022-03-01T00:00:00.0000000Z,2022-03-01T06:00:00.0000000Z,43160,43750,42855.2,43210.25,12447.41399,378189
2022-03-01T06:00:00.0000000Z,2022-03-01T12:00:00.0000000Z,43210.26,43887,42809.98,43609.96,13059.62429,389299
2022-03-01T12:00:00.0000000Z,2022-03-01T18:00:00.0000000Z,43609.96,44949,43111.46,43643.84,26788.49254,792688
2022-03-01T18:00:00.0000000Z,2022-03-02T00:00:00.0000000Z,43643.85,44506.65,43420.77,44421.2,9417.01006,306208
2022-03-02T00:00:00.0000000Z,2022-03-02T06:00:00.0000000Z,44421.2,44750,43819.97,44269.18,12687.79517,359967
2022-03-02T06:00:00.0000000Z,2022-03-02T12:00:00.0000000Z,44269.18,44375.61,43653.63,44103.28,10765.21354,354443
2022-03-02T12:00:00.0000000Z,2022-03-02T18:00:00.0000000Z,44103.29,45400,43334.09,43750.18,26239.22284,690508
2022-03-02T18:00:00.0000000Z,2022-03-03T00:00:00.0000000Z,43750.19,44380,43433,43892.98,8090.41926,248213
2022-03-03T00:00:00.0000000Z,2022-03-03T06:00:00.0000000Z,43892.99,44063.15,43193.52,43316.87,9376.45583,272189
2022-03-03T06:00:00.0000000Z,2022-03-03T12:00:00.0000000Z,43316.87,43696.83,42915.06,43382.23,9450.29078,274507
2022-03-03T12:00:00.0000000Z,2022-03-03T18:00:00.0000000Z,43382.23,44101.12,42055.64,42398.35,22601.8295,489585
2022-03-03T18:00:00.0000000Z,2022-03-04T00:00:00.0000000Z,42398.34,42703.65,41832.28,42454,9512.0341,253039
2022-03-04T00:00:00.0000000Z,2022-03-04T06:00:00.0000000Z,42454,42527.3,41069.91,41374.45,13262.19045,295080
2022-03-04T06:00:00.0000000Z,2022-03-04T12:00:00.0000000Z,41374.45,41904.88,40863.01,41662.07,12142.53822,290472
2022-03-04T12:00:00.0000000Z,2022-03-04T18:00:00.0000000Z,41662.06,41833,40414.24,40840.53,18842.98902,422945
2022-03-04T18:00:00.0000000Z,2022-03-05T00:00:00.0000000Z,40840.53,40926.39,38550,39148.66,17716.96729,456569
2022-03-05T00:00:00.0000000Z,2022-03-05T06:00:00.0000000Z,39148.65,39197.94,38407.59,39007.05,10053.34985,267388
2022-03-05T06:00:00.0000000Z,2022-03-05T12:00:00.0000000Z,39007.06,39294.47,38784.69,39129.59,7285.91402,217485
2022-03-05T12:00:00.0000000Z,2022-03-05T18:00:00.0000000Z,39129.58,39613.24,38889.75,39430,8341.6466,244057
2022-03-05T18:00:00.0000000Z,2022-03-06T00:00:00.0000000Z,39430,39583.66,39256.84,39397.96,4673.77562,150541
2022-03-06T00:00:00.0000000Z,2022-03-06T06:00:00.0000000Z,39397.97,39693.87,38814.73,39486.44,7011.19392,188509
2022-03-06T06:00:00.0000000Z,2022-03-06T12:00:00.0000000Z,39486.44,39606.96,38088.57,38352.48,11603.46244,292750
2022-03-06T12:00:00.0000000Z,2022-03-06T18:00:00.0000000Z,38352.48,39368.4,38296.12,39004.28,10535.14928,260438
2022-03-06T18:00:00.0000000Z,2022-03-07T00:00:00.0000000Z,39004.28,39273.79,38127,38420.81,10527.45594,244655
2022-03-07T00:00:00.0000000Z,2022-03-07T06:00:00.0000000Z,38420.8,38555.85,37578.03,38024.18,13663.28173,317600
2022-03-07T06:00:00.0000000Z,2022-03-07T12:00:00.0000000Z,38024.19,38399.54,37649.46,38337.05,10022.04857,248264
2022-03-07T12:00:00.0000000Z,2022-03-07T18:00:00.0000000Z,38337.05,39547.57,38337.05,38601.7,19886.59825,443784
2022-03-07T18:00:00.0000000Z,2022-03-08T00:00:00.0000000Z,38601.7,38601.71,37155,37988,20391.06283,445820
2022-03-08T00:00:00.0000000Z,2022-03-08T06:00:00.0000000Z,37988.01,38972.08,37867.65,38351.8,10892.81042,260639
2022-03-08T06:00:00.0000000Z,2022-03-08T12:00:00.0000000Z,38351.81,39186.58,38001,38983.05,13540.74516,313046
2022-03-08T12:00:00.0000000Z,2022-03-08T18:00:00.0000000Z,38983.05,39226.99,38139.84,39071.93,20655.84315,430667
2022-03-08T18:00:00.0000000Z,2022-03-09T00:00:00.0000000Z,39071.94,39362.08,38388.73,38730.63,10493.66765,266776
2022-03-09T00:00:00.0000000Z,2022-03-09T06:00:00.0000000Z,38730.63,41884,38656.45,41515.86,23547.80508,490207
2022-03-09T06:00:00.0000000Z,2022-03-09T12:00:00.0000000Z,41515.86,42438.81,41422.47,42151.66,16157.99036,369694
2022-03-09T12:00:00.0000000Z,2022-03-09T18:00:00.0000000Z,42151.65,42594.06,41626.86,42320.15,17506.48303,417139
2022-03-09T18:00:00.0000000Z,2022-03-10T00:00:00.0000000Z,42320.15,42327.82,41683.06,41941.71,10086.81244,291886
2022-03-10T00:00:00.0000000Z,2022-03-10T06:00:00.0000000Z,41941.7,42039.63,38848.48,39209.53,26161.15447,475842
2022-03-10T06:00:00.0000000Z,2022-03-10T12:00:00.0000000Z,39212.19,39424,38782.14,39076.38,13041.47444,295897
2022-03-10T12:00:00.0000000Z,2022-03-10T18:00:00.0000000Z,39076.39,40292.44,38539.73,39164.28,24506.86997,526871
2022-03-10T18:00:00.0000000Z,2022-03-11T00:00:00.0000000Z,39164.27,39680,39010.85,39422,8253.43266,214045
2022-03-11T00:00:00.0000000Z,2022-03-11T06:00:00.0000000Z,39422.01,39439.65,38223.6,38771.5,13180.66021,277901
